question_id	chapter_id	difficulty	tex	created_at
MI2010-2-1	MI2010-2	medium  	"Câu 2 (2d). C??ng ?? phóng x? c?a m?t ngu?n phóng x? ???c cho b?i công th?c $y=(a x+b)^{-1}$. Hãy xác ??nh các tham s? $a, b$ ?? x?p xi t?t nh?t b?ng s? li?u sau theo ph??ng pháp bình ph??ng t?i thi?u.
\begin{tabular}{l|l|l|l|l|l}
x & 0.2 & 0.3 & 0.4 & 0.5 & 0.6 \\
\hline y & 3.16 & 2.38 & 1.75 & 1.34 & 1.00
\end{tabular}"	
MI2010-3-1	MI2010-3	medium  	"Câu 3 (1.5?). T? b?ng s? li?u sau, dùng công th?c ?a th?c n?i suy Newton ti?n v?i các m?c n?i suy cách ??u ?? tính x?p xi $f(3.1)$.
\begin{tabular}{c|c|c|c|c|c}
$x$ & 2.0 & 2.4 & 2.8 & 3.2 & 3.6 \\
\hline$y$ & 124.80 & 133.72 & 142 & 149.81 & 157.23
\end{tabular}"	
MI2010-4-1	MI2010-4	easy  	"Câu 4 (2d). a) Tính x?p xi tích phân $I=\int_0^1 e^x x^2 d x$ b?ng cách s? d?ng ph??ng pháp hình thang v?i b??c $h=0.1$.
b) S? d?ng công th?c ?ánh giá sai s?, hãy tìm s? ?i?m chia $n$ t?i thi?u ?? ??t ???c sai s? tuy?t ??i $\Delta I \leq 5 \times 10^{-9}$."	
MI2010-5-1	MI2010-5	hard  	"Câu 5 (1.5d). a) S? d?ng công th?c (sai phân) trung tâm, tính g?n ?úng ??o hàm c?a hàm s? $y(x)$ t?i $2.20,2.40,2.60$ trong b?ng giá tr?
\begin{tabular}{l|l|l|l|l|l}
x & 2.0 & 2.20 & 2.40 & 2.60 & 2.80 \\
\hline y & 29.5562 & 43.6811 & 63.4935 & 91.0149 & 128.9260
\end{tabular}
b) S? d?ng công th?c 3 ?i?m c?n trái ?? tính x?p x? $y^{\prime}(2.0)$ và công th?c 3 ?i?m c?n ph?i ?? tính x?p x? $y^{\prime}(2.8)$."	
MI2010-6-1	MI2010-6	hard  	"Câu 6 (1.5d). a) Dùng công th?c Euler ?n v?i b??c $h=0.1$ ?? tính x?p xi $y$ t?i $x=1.1,1.2$

$$
y^{\prime}(x)=x(y+1) \quad \text { v?i m?i } x \geq 1, y(1)=3
$$

b) Vi?t thu?t toán ?? tính x?p xi nghi?m c?a bài toán Cauchy 1 chi?u, b?c 1 trên ?o?n $\left[x_0, X\right]$ theo công th?c Euler c?i ti?n, v?i b??c $h$."	
MI2010-1-2	MI2010-1	easy  	"Câu 1 (1.5d). Ch?ng minh (3;4) là kho?ng cách ly nghi?m c?a ph??ng trình $e^x-3 x^2=0$. S? d?ng ph??ng pháp ti?p tuy?n (Newton), hãy tìm nghi?m x?p x? v?i 5 ch? s? ?áng tin."	
MI2010-2-2	MI2010-2	medium  	"Câu 2 ( 2 d). C??ng ?? phóng x? c?a m?t ngu?n phóng x? ???c cho b?i công th?c $y=b e^{a x}$. Hãy xác ??nh các tham s? $a, b$ ?? x?p x? t?t nh?t b?ng s? li?u sau theo ph??ng pháp bình ph??ng t?i thi?u.
\begin{tabular}{l|l|l|l|l|l}
x & 0.2 & 0.3 & 0.4 & 0.5 & 0.6 \\
\hline y & 3.16 & 2.38 & 1.75 & 1.34 & 1.00
\end{tabular}"	
MI2010-3-2	MI2010-3	medium  	"Câu 3 (1.5d). T? b?ng s? li?u sau, dùng công th?c ?a th?c n?i suy Newton ti?n v?i các m?c n?i suy cách ??u ?? tính x?p x? $f(3.6)$.
\begin{tabular}{c|c|c|c|c|c}
$x$ & 3.1 & 3.5 & 3.9 & 4.3 & 4.7 \\
\hline$y$ & 145.96 & 151.70 & 157.23 & 162.57 & 167.73
\end{tabular}"	
MI2010-4-2	MI2010-4	easy  	"Câu 4 (2?). a) Tính x?p xi tích phân $I=\int_1^2 e^{-x} x^2 d x$ b?ng cách s? d?ng ph??ng pháp hình thang v?i b??c $h=0.1$.
b) S? d?ng công th?c ?ánh giá sai s?, hãy tìm s? ?i?m chia $n$ t?i thi?u ?? ??t ???c sai s? tuy?t ??i $\Delta I \leq 5 \times 10^{-9}$."	
MI2010-5-2	MI2010-5	hard  	"Câu 5 (1.5d). a) S? d?ng công th?c (sai phân) trung tâm, tính g?n ?úng ??o hàm c?a hàm s? $y(x)$ t?i 1.20,1.40,1.60 trong b?ng giá tr?
\begin{tabular}{l|l|l|l|l|l}
x & 1.0 & 1.20 & 1.40 & 1.60 & 1.80 \\
\hline y & 2.7183 & 4.7810 & 7.9482 & 12.6798 & 19.6009
\end{tabular}
b) S? d?ng công th?c 3 ?i?m c?n trái ?? tính x?p x? $y^{\prime}(1.0)$ và công th?c 3 ?i?m c?n ph?i ?? tính x?p x? $y^{\prime}(1.8)$."	
MI2010-6-2	MI2010-6	hard  	"Câu 6 (1.5d). a) Dùng công th?c Euler ?n v?i b??c $h=0.1$ ?? tính x?p x? $y$ t?i $x=1.1,1.2$

$$
y^{\prime}(x)=(x+1) y \quad \text { v?i m?i } x \geq 1, y(1)=3 .
$$

b) Vi?t thu?t toán ?? tính x?p xi nghi?m c?a bài toán Cauchy 1 chi?u, b?c 1 trên ?o?n $\left[x_0, X\right]$ theo công th?c Euler c?i ti?n, v?i b??c $h$."	
MI2020-1-1	MI2020-1	easy  	"Câu 1. (2,0 ?i?m) Trong m?t phép th? cho các s? ki?n $A$ và $B$ th?a m?n $P(A)=0,4$; $P(B)=0,5 ; P(\bar{A} B)=0,3$.
(a) Tinh $P(\bar{A} \bar{B})$.
(b) Tính $P(A \mid \bar{B})$."	
MI2020-2-1	MI2020-2	medium  	"Câu 2. (2,0 ?i?m) S? l??t truy c?p vào trang web A trong kho?ng th?i gian b?t k? là bi?n ng?u nhiên có phân ph?i Poisson v?i trung bình $\lambda$ l??t truy c?p m?i giây. Xác su?t có ít nh?t m?t l??t truy c?p vào trang web A trong vòng 2 giây là 0,4512 .
(a) Tìm tham s? $\lambda$.
(b) Tính xác su?t trang web A có ít nh?t m?t l??t truy c?p trong vòng 5 giây t?i."	
MI2020-3-1	MI2020-3	medium  	"Câu 3. (2,0 ?i?m) Hàm m?t ?? xác suât ??ng th?i c?a hai bi?n ng?u nhiên $X$ và $Y$ là

$$
f_{X, Y}(x, y)= \begin{cases}k x y^2, & \text { n?u } 0<x<1,0<y<1 \\ 0, & \text { n?u trái l?i. }\end{cases}
$$

(a) Tìm h?ng s? $k$.
(b) Tìm $f_Y(y)$, hàm m?t ?? xác su?t biên c?a $Y$; t? ?ó tính $E(X \mid Y=y)$, k? v?ng có ?i?u ki?n c?a $X$ v?i ?i?u ki?n $Y=y, 0<y<1$."	
MI2020-4-1	MI2020-4	easy  	"Câu 4. (2,0 ?i?m) Gi? s? tu?i th? (??n v?: gi?) c?a m?t lo?i bóng ?èn là bi?n ng?u nhiên có phân ph?i chu?n v?i ?? l?ch chu?n là 10 gi?. Quan sát tu?i th? c?a 24 bóng ?èn lo?i này, thu ???c k?t qu? (gi?):

$$
\begin{aligned}
& 2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014, \\
& 2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025 .
\end{aligned}
$$

(a) Xây d?ng kho?ng tin c?y ??i x?ng $99 \%$ cho tu?i th? trung bình c?a lo?i bóng ?èn nói trên.
(b) N?u mu?n sai s? c?a kho?ng tin c?y ??i x?ng $95 \%$ cho tu?i th? trung bình c?a lo?i bóng ?èn này không l?n h?n 2 gi? thì c?n m?t m?u kích th??c bao nhiêu?"	
MI2020-5-1	MI2020-5	hard  	"Câu 5. (2,0 ?i?m) Quan sát hai m?u ng?u nhiên ??c l?p kích th??c $n_1=16$ và $n_2=13$ t? hai t?ng th? có phân ph?i chu?n, $X_i \sim \mathcal{N}\left(\mu_i, \sigma_i^2\right), i=1,2$, v?i ph??ng sai b?ng nhau ta thu ???c k?t qu? sau:
\begin{tabular}{lcc} 
& T?ng th? 1 & T?ng th? 2 \\
\hline Trung bình m?u & 34,6 & 32,2 \\
Ph??ng sai m?u hi?u ch?nh & 5,8 & 5,9
\end{tabular}
(a) Li?u có th? k?t lu?n k? v?ng c?a t?ng th? 1 cao h?n c?a t?ng th? 2 hay không v?i m?c ý ngh?a 0,01 ?
(b) Tính $P\left(X_2>34,63\right)$."	
MI2020-1-2	MI2020-1	easy  	"Câu 1. (2,0 ?i?m) Trong m?t phép th? cho các s? ki?n $A$ và $B$ th?a mãn $P(A)=0,5$; $P(B)=0,4 ; P(\bar{A} B)=0,3$.
(a) Tính $P(\bar{A} \bar{B})$.
(b) Tính $P(A \mid \bar{B})$."	
MI2020-2-2	MI2020-2	medium  	"Câu 2. (2,0 ?i?m) S? l??t truy c?p vào m?t trang web A trong kho?ng th?i gian b?t k? là bi?n ng?u nhiên có phân ph?i Poisson v?i trung bình $\lambda$ l??t truy c?p m?i giây. Xác su?t có ít nh?t m?t l??t truy c?p vào trang web A trong vòng 3 giây là 0,59343 .
(a) Tìm tham s? $\lambda$.
(b) Tính xác suât trang web A có ít nh?t m?t l??t truy c?p trong vòng 5 giây t?i."	
MI2020-3-2	MI2020-3	medium  	"Câu 3. (2,0 ?i?m) Hàm m?t ?? xác su?t ??ng th?i c?a hai bi?n ng?u nhiên $X$ và $Y$ là

$$
f_{X, Y}(x, y)= \begin{cases}k x^2 y, & \text { n?u } 0<x<1,0<y<1, \\ 0, & \text { n?u trái l?i. }\end{cases}
$$

(a) Tìm h?ng s? $k$.
(b) Tìm $f_X(x)$, hàm m?t ?? xác su?t biên c?a $X$; t? ?ó tính $E(Y \mid X=x)$, k? v?ng có ?i?u ki?n c?a $Y$ v?i ?i?u ki?n $X=x, 0<x<1$."	
MI2020-4-2	MI2020-4	easy  	"Câu 4. (2,0 ?i?m) Gi? s? tu?i th? (??n v?: gi?) c?a m?t lo?i bóng ?èn là bi?n ng?u nhiên có phân ph?i chu?n v?i ?? l?ch chu?n là 10 gi?. Quan sát tu?i th? c?a 24 bóng ?èn lo?i này, thu ???c k?t qu? (gi?):

$$
\begin{aligned}
& 2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024, \\
& 2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035 .
\end{aligned}
$$

(a) Xây d?ng kho?ng tin c?y ??i x?ng $99 \%$ cho tu?i th? trung bình c?a lo?i bóng ?èn nói trên.
(b) N?u mu?n sai s? c?a kho?ng tin c?y ??i x?ng $95 \%$ cho tu?i th? trung bình c?a lo?i bóng ?èn này không quá 2 gi? thì c?n m?t m?u kích th??c bao nhiêu?"	
MI2020-5-2	MI2020-5	hard  	"Câu 5. (2,0 ?i?m) Quan sát hai m?u ng?u nhiên ??c l?p kích th??c $n_1=16$ và $n_2=13$ t? hai t?ng th? có phân ph?i chu?n, $X_i \sim \mathcal{N}\left(\mu_i, \sigma_i^2\right), i=1,2$, v?i ph??ng sai b?ng nhau ta thu ???c k?t qu? sau:
\begin{tabular}{lcc} 
& T?ng th? 1 & T?ng th? 2 \\
\hline Trung bình m?u & 34,5 & 32,2 \\
Ph??ng sai m?u hi?u ch?nh & 5,7 & 5,9
\end{tabular}
(a) Li?u có th? k?t lu?n k? v?ng c?a t?ng th? 1 cao h?n c?a t?ng th? 2 hay không v?i m?c ý ngh?a 0,01 .
(b) Tính $P\left(X_1>36,89\right)$."	
MI2020E-1-1	MI2020E-1	easy  	"Question 1 (2.0 points) Let $A$ and $B$ be two events such that $P(A)=0.4 ; P(B)=0.5$; $P(\bar{A} B)=0.3$.
(a) Find $P(\bar{A} \bar{B})$.
(b) Find $P(A \mid \bar{B})$."	
MI2020E-2-1	MI2020E-2	medium  	"Question 2 (2.0 points) The number of messages sent to a computer bulletin board is a Poisson random variable with a mean of $\lambda$ messages per hour. The probability that at least one message is received in two hours is 0.4512 .
(a) Find the parameter $\lambda$.
(b) What is the probability that at least one message is received in 5 hours?"	
MI2020E-3-1	MI2020E-3	medium  	"Question 3 (2.0 points) The joint probability density function of two random variables $X$ and $Y$ is

$$
f_{X, Y}(x, y)= \begin{cases}k x y^2, & \text { if } 0<x<1,0<y<1 \\ 0, & \text { otherwise }\end{cases}
$$

(a) Find the constant $k$.
(b) Find $E(X \mid Y=y), 0<y<1$."	
MI2020E-4-1	MI2020E-4	easy  	"Question 4 (2.0 points) The life in hours of a light bulb is known to be normally distributed $\mathcal{N}\left(\mu, \sigma^2\right)$ with $\sigma=10$ hours. Take a random sample of 24 similar bulbs and obtain the data (hours)

$$
\begin{aligned}
& 2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014 \text {, } \\
& 2014 \text {, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025. }
\end{aligned}
$$

(a) Construct a $99 \%$ two-sided confidence interval on the mean life.
(b) Suppose that we want to be $95 \%$ confident that the error in estimating the mean life is less than 3 hours, what sample size should be used?"	
MI2020E-5-1	MI2020E-5	hard  	"Question 5 (2.0 points) Independent random samples of $n_1=13$ and $n_2=16$ observations were selected from two normal populations, $X_1 \sim \mathcal{N}\left(\mu_1 ; \sigma_1^2\right)$ and $X_2 \sim \mathcal{N}\left(\mu_2 ; \sigma_2^2\right)$, with $\sigma_1^2=\sigma_2^2$ :
\begin{tabular}{lcc} 
& Population 1 & Population 2 \\
\hline Sample Mean & 34.6 & 32.2 \\
Sample Variance & 5.8 & 5.9
\end{tabular}
(a) Can we conclude that population 1's expectations are higher than population 2's expectations. Use a 0.01 level of significance.
(b) Find $P\left(X_2>34.63\right)$."	
MI2020E-1-2	MI2020E-1	easy  	"Question 1 (2.0 points) Let $A$ and $B$ be two events such that $P(A)=0.5 ; P(B)=0.4$; $P(\bar{A} B)=0.3$.
(a) Find $P(\bar{A} \bar{B})$.
(b) Find $P(A \mid \bar{B})$."	
MI2020E-2-2	MI2020E-2	medium  	"Question 2 (2.0 points) The number of messages sent to a computer bulletin board is a Poisson random variable with a mean of $\lambda$ messages per hour. The probability that at least one message is received in three hours is 0.59343 .
(a) Find the parameter $\lambda$.
(b) What is the probability that at least one message is received in 5 hours?"	
MI2020E-3-2	MI2020E-3	medium  	"Question 3 (2.0 points) The joint probability density function of two random variables $X$ and $Y$ is

$$
f_{X, Y}(x, y)= \begin{cases}k x^2 y, & \text { if } 0<x<1,0<y<1, \\ 0, & \text { otherwise } .\end{cases}
$$

(a) Find the constant $k$.
(b) Find $E(Y \mid X=x), 0<x<1$."	
MI2020E-4-2	MI2020E-4	easy  	"Question 4 ( 2.0 points) The life in hours of a light bulb is known to be normally distributed $\mathcal{N}\left(\mu, \sigma^2\right)$ with $\sigma=10$ hours. Take a random sample of 24 similar bulbs and obtain the data (hours)

$$
\begin{aligned}
& 2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024, \\
& 2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035 .
\end{aligned}
$$

(a) Construct a 99\% two-sided confidence interval on the mean life.
(b) Suppose that we want to be $95 \%$ confident that the error in estimating the mean life is less than 3 hours, what sample size should be used?"	
MI2020E-5-2	MI2020E-5	hard  	"Question 5 (2.0 points) Independent random samples of $n_1=13$ and $n_2=16$ observations were selected from two normal populations, $X_1 \sim \mathcal{N}\left(\mu_1 ; \sigma_1^2\right)$ and $X_2 \sim \mathcal{N}\left(\mu_2 ; \sigma_2^2\right)$, with $\sigma_1^2=\sigma_2^2$ :
\begin{tabular}{lcc} 
& Population 1 & Population 2 \\
\hline Sample Mean & 34.5 & 32.2 \\
Sample Variance & 5.7 & 5.9
\end{tabular}
(a) Can we conclude that population 1's expectations are higher than population 2's expectations. Use a 0.01 level of significance.
(b) Find $P\left(X_1>36.89\right)$."	
MI2021-2-1	MI2021-2	medium  	"Câu 1. (2,5 ?i?m) T?i m?t nhà máy, h? th?ng phun n??c t? ??ng ???c liên k?t v?i h? th?ng báo cháy t? d?ng. Gi? s? xác su?t h? th?ng phun n??c t? ??ng b? h?ng là 0,03 ; xác suât h? th?ng báo cháy t? ??ng b? h?ng là 0,05 và xác suât ?? c? hai h? th?ng b? h?ng cùng lúc là 0,02 .
(a) Tính xác su?t ?? h? th?ng báo cháy t? ??ng b? h?ng còn h? th?ng phun n??c t? ??ng v?n ho?t ??ng bình th??ng.
(b) Tính xác su?t ?? có ít nh?t m?t h? th?ng ho?t ??ng bình th??ng.
(c) Bi?t h? th?ng phun n??c t? ??ng b? h?ng. Tính xác su?t ?? h? th?ng báo cháy t? ??ng ho?t d?ng bình th??ng."	
MI2021-3-1	MI2021-3	medium  	"Câu 2. (2,5 ?i?m) Có hai ki?n hàng. Ki?n th? nh?t có 4 s?n ph?m t?t và 3 s?n ph?m x?u. Ki?n th? hai có 3 s?n ph?m t?t và 2 s?n ph?m x?u. L?y ng?u nhiên t? ki?n th? nh?t ra 2 s?n ph?m và t? ki?n th? hai ra 1 s?n ph?m. G?i $X$ là bi?n ng?u nhiên ch? s? s?n ph?m t?t trong 3 s?n ph?m l?y ra.
(a) Hãy l?p b?ng phân ph?i xác su?t c?a $X$.
(b) Tính k? v?ng và ph??ng sai c?a bi?n ng?u nhiên $Y=1-2 X$."	
MI2021-4-1	MI2021-4	easy  	"Câu 3. (2,0 ?i?m) Gi? s? tr?ng l??ng t?p ch?t (d?n v?: gam) trong m?t s?n ph?m là bi?n ng?u nhiên $Z$ có phân ph?i chu?n. M?t m?u ng?u nhiên g?m 100 s?n ph?m ???c ti?n hành ki?m tra và th?y l??ng t?p ch?t nh? sau:
\begin{tabular}{|c|c|c|c|c|c|c|}
\hline$Z$ (gam) & $(26-27)$ & {$[27-28)$} & {$[28-29)$} & {$[29-30)$} & {$[30-31)$} & {$[31-32)$} \\
\hline S? s?n ph?m & 6 & 10 & 24 & 30 & 18 & 12 \\
\hline
\end{tabular}
(a) Tìm kho?ng tin c?y cho tr?ng l??ng t?p ch?t trung bình c?a s?n ph?m nói trên v?i ?? tin c?y $95 \%$.
(b) M?t s?n ph?m có tr?ng l??ng t?p ch?t t? 30 gam tr? lên thì s? b? lo?i. Hãy tìm kho?ng tin c?y cho t? l? s?n ph?m b? lo?i v?i ?? tin c?y $99 \%$."	
MI2021-5-1	MI2021-5	hard  	"Câu 4. (3,0 ?i?m) Kh?o sát v? vi?c tham gia các môn th? thao t?i m?t tr??ng h?c ng??i ta th?y, trong s? 150 h?c sinh nam và 200 h?c sinh n? d??c kh?o sát có 18 h?c sinh nam và 30 h?c sinh n? ch?i ít nh?t m?t môn th? thao.
(a) V?i m?c ý ngh?a $5 \%$, có th? cho r?ng t? l? h?c sinh nam ch?i ít nh?t m?t môn th? thao là cao h?n t? l? này ? h?c sinh n? hay không?
(b) V?i m?c ý ngh?a $5 \%$, có th? cho r?ng t? l? h?c sinh nam trong thành ph? có ch?i ít nh?t m?t môn th? thao là $10 \%$ hay không?"	
MI2021-2-2	MI2021-2	medium  	"Câu 1. (2,5 ?i?m) T?i m?t nhà máy, h? th?ng phun n??c t? ??ng ???c liên k?t v?i h? th?ng báo cháy t? ??ng. Gi? s? xác su?t h? th?ng phun n??c t? d?ng b? h?ng là 0,05 ; xác su?t h? th?ng báo cháy t? ??ng b? h?ng là 0,03 và xác su?t ?? c? hai h? th?ng b? h?ng cùng lúc là 0,01 .
(a) Tính xác su?t ?? h? th?ng báo cháy t? d?ng b? h?ng còn h? th?ng phun n??c t? ??ng v?n ho?t ??ng bình th??ng.
(b) Tính xác su?t ?? có ít nh?t m?t h? th?ng ho?t ??ng bình th??ng.
(c) Bi?t h? th?ng phun n??c t? ??ng b? h?ng. Tính xác su?t ?? h? th?ng báo cháy t? d?ng ho?t ??ng bình th??ng."	
MI2021-3-2	MI2021-3	medium  	"Câu 2. (2,5 ?i?m) Có hai ki?n hàng. Ki?n th? nh?t có 4 s?n ph?m t?t và 3 s?n ph?m x?u. Ki?n th? hai có 2 s?n ph?m t?t và 3 s?n ph?m x?u. L?y ng?u nhiên t? ki?n th? nh?t ra 2 s?n ph?m và t? ki?n th? hai ra 1 s?n ph?m. G?i $X$ là bi?n ng?u nhiên ch? s? s?n ph?m t?t trong 3 s?n ph?m l?y ra.
(a) Hãy l?p b?ng phân ph?i xác suât c?a $X$.
(b) Tính k? v?ng và ph??ng sai c?a bi?n ng?u nhiên $Y=1-2 X$."	
MI2021-4-2	MI2021-4	easy  	"Câu 3. (2,0 ?i?m) Gi? s? tr?ng l??ng t?p ch?t (??n v?: gam) trong m?t s?n ph?m là bi?n ng?u nhiên $Z$ có phân ph?i chu?n. M?t m?u ng?u nhiên g?m 100 s?n ph?m d??c ti?n hành ki?m tra và th?y l??ng t?p ch?t nh? sau:
\begin{tabular}{|c|c|c|c|c|c|c|}
\hline$Z$ (gam) & {$[16-17)$} & {$[17-18)$} & {$[18-19)$} & $(19-20)$ & {$[20-21)$} & {$[21-22)$} \\
\hline S? s?n ph?m & 6 & 10 & 24 & 30 & 18 & 12 \\
\hline
\end{tabular}
(a) Tìm kho?ng tin c?y cho tr?ng l??ng t?p ch?t trung bình c?a s?n ph?m nói trên v?i ?? tin c?y $95 \%$.
(b) M?t s?n ph?m có tr?ng l??ng t?p ch?t t? 20 gam tr? lên thì s? b? lo?i. Hãy tìm kho?ng tin c?y cho t? l? s?n ph?m b? lo?i v?i ?? tin c?y $95 \%$."	
MI2021-5-2	MI2021-5	hard  	"Câu 4. (3,0 ?i?m) Kh?o sát v? vi?c tham gia các môn th? thao t?i m?t tr??ng h?c ng??i ta th?y, trong s? 300 h?c sinh nam và 400 h?c sinh n? ???c kh?o sát có 66 h?c sinh nam và 91 h?c sinh n? ch?i ít nh?t m?t môn th? thao.
(a) V?i m?c ý ngh?a $1 \%$, có th? cho r?ng t? l? h?c sinh nam ch?i ít nh?t m?t môn th? thao là th?p h?n t? l? này ? h?c sinh n? hay không?
(b) V?i m?c ý nghîa $1 \%$, có th? cho r?ng t? l? h?c sinh nam trong thành ph? có ch?i ít nh?t m?t môn th? thao là $20 \%$ hay không?"	
MI2023E-1-1	MI2023E-1	easy  	"Bài 1: (1,5 ?i?m) Gi? s? các ""h?p ?en"" c?a máy bay ???c s?n xu?t b?i 3 công ty: AirCorp, BigSkies và CharterUS - v?i t? l? l?n l??t là $55 \%, 25 \%$ và $20 \%$. Bi?t r?ng t? l? h?p ?en b? l?i do AirCorp, BigSkies và CharterUS s?n xu?t l?n l??t là $4 \%, 6 \%$ và $9 \%$. M?t h?p ?en ???c ch?n ng?u nhiên. Bi?t r?ng nó ???c phát hi?n là b? l?i, hãy tính xác su?t nó do công ty AirCorp s?n xu?t."	
MI2023E-2-1	MI2023E-2	medium  	"Bài 2: (2,0 ?i?m) Cho ( $\mathrm{X}, \mathrm{Y}$ ) là véct? ng?u nhiên liên t?c v?i hàm kh?i xác su?t ??ng th?i cho b?i nh? sau:

$$
f(x, y)=\left\{\begin{array}{l}
\frac{1}{18} x y \text { n?u } x=1 ; 2 ; 3 \text { và } y=1 ; 2 \\
0 \text { n?u trái l?i. }
\end{array}\right.
$$


Hãy tính h? s? t??ng quan gi?a X và Y . Hai bi?n X và Y có ??c l?p không?"	
MI2023E-3-1	MI2023E-3	medium  	"Bài 3: (2,0 ?i?m) Các công ty b?o hi?m th??ng quan tâm ??n t? l? ph?n tr?m ng??i lái xe luôn th?t dây an toàn tr??c khi lái xe. H? kh?o sát ng?u nhiên 400 tài x? và phát hi?n ra r?ng 320 ng??i kh?ng ??nh h? luôn th?t dây an toàn.
a) Hãy tìm ??c l??ng ?i?m c?a t? l? ( $p$ ) các lái xe luôn th?t dây an toàn b?ng ph??ng pháp ??c l??ng h?p lý c?c ??i.
b) Tìm kho?ng ??c l??ng ??i x?ng cho t? l? $p$ v?i ?? tin c?y $90 \%$."	
MI2023E-4-1	MI2023E-4	easy  	"Bài 4: (2,0 ?i?m) Hàm l??ng oxy hòa tan trong n??c sông ???c ?o ?? xác ??nh xem có ?? oxy trong n??c ?? h? tr? ??i s?ng th?y sinh hay không. M?t thanh tra môi tr??ng nghi ng? r?ng m?t c?ng ??ng ven sông ?ang th?i m?t l??ng n??c th?i ?ã qua x? lý vào sông. Ông ?ã l?y ng?u nhiên 10 m?u n??c sông ? v? trí phía trên th? tr?n và 10 m?u khác ? phía d??i th? tr?n. Ch? s? oxy hòa tan (tính b?ng ph?n tri?u) ???c ghi l?i nh? sau:

Phía d??i: 5,0; 4,7; 4,9; 4,8; 4,9; 4,8; 4,7; 5,0; 4,8; 4,8
Phía trên: 4,$8 ; 5,2 ; 5,0 ; 4,9 ; 5,1 ; 5,1 ; 4,9 ; 4,9 ; 5,4 ; 5,0$
D? li?u có cung c?p ?? b?ng ch?ng ?? ch? ra r?ng hàm l??ng oxy trung bình bên d??i th? tr?n th?p h?n hàm l??ng oxy trung bình ? phía trên th? tr?n ? m?c ý ngh?a $5 \%$ hay không? Gi? s? hàm l??ng oxy c?a n??c sông bên d??i và bên trên th? tr?n có phân ph?i chu?n v?i ph??ng sai b?ng nhau."	
MI2023E-5-1	MI2023E-5	hard  	"Bài 5: (2,5 ?i?m) M?t nghiên c?u v? m?i quan h? gi?a l??ng ???ng chuy?n hóa $(Y)$ trong m?t quy trình nh?t ??nh ? các m?c nhi?t ?? khác nhau $(X)$. D? li?u ???c mã hóa và ghi l?i nh? sau:
\begin{tabular}{|c|c|c|c|c|c|c|c|c|c|c|}
\hline$X$ & 1,0 & 1,1 & 1,2 & 1,3 & 1,4 & 1,5 & 1,6 & 1,7 & 1,8 & 1,9 \\
\hline$Y$ & 8,1 & 7,8 & 8,5 & 9,8 & 9,5 & 8,9 & 8,6 & 10,2 & 9,3 & 9,2 \\
\hline
\end{tabular}
a) Tìm ph??ng trình ???ng h?i quy th?c nghi?m c?a Y theo X .
b) Hãy ki?m ??nh v? h? s? góc c?a ???ng h?i quy ?? xem có m?i quan h? tuy?n tính d??ng gi?a $Y$ và X ? m?c ý ngh?a $5 \%$ hay không."	
MI2023E-1-2	MI2023E-1	easy  	"Bài 1: (1,5 ?i?m) Gi? s? các ""h?p ?en"" c?a máy bay ???c s?n xu?t b?i 3 công ty: AirCorp, BigSkies và CharterUS - v?i t? l? l?n l??t là $45 \%, 25 \%$ và $30 \%$. Bi?t r?ng t? l? h?p ?en b? l?i do AirCorp, BigSkies và CharterUS s?n xu?t l?n l??t là $4 \%, 6 \%$ và $8 \%$. M?t h?p ?en ???c ch?n ng?u nhiên. Bi?t r?ng nó ???c phát hi?n là b? l?i, hãy tính xác su?t nó do công ty BigSkies s?n xu?t."	
MI2023E-2-2	MI2023E-2	medium  	"Bài 2: (2.0 ?i?m) Cho ( $\mathrm{X}, \mathrm{Y}$ ) là véct? ng?u nhiên liên t?c v?i hàm kh?i xác su?t ??ng th?i cho b?i nhur sau:

$$
f(x, y)=\left\{\begin{array}{l}
\frac{1}{18} x y \text { n?u } x=1 ; 2 \text { và } y=1 ; 2 ; 3 \\
0 \text { n?u trái l?i. }
\end{array}\right.
$$


Hãy tính h? s? t??ng quan gi?a $X$ và $Y$. Hai bi?n $X$ và $Y$ có ??c l?p không?"	
MI2023E-3-2	MI2023E-3	medium  	"Bài 3: (2,0 ?i?m) Các công ty b?o hi?m th??ng quan tâm ??n t? l? ph?n tr?m ng??i lái xe luôn th?t dây an toàn tr??c khi lái xe. H? kh?o sát ng?u nhiên 500 tài x? và phát hi?n ra r?ng 420 ng??i kh?ng ??nh h? luôn th?t dây an toàn.
a) Hãy tìm ??c l??ng ?i?m c?a t? l? (p) các lái xe luôn th?t dây an toàn b?ng ph??ng pháp ??c l??ng h?p lý c?c ??i.
b) Tìm kho?ng ??c l??ng ??i x?ng cho t? l? $p$ v?i ?? tin c?y $95 \%$."	
